scheduling process 6, rbi 22025423, rtime 0, wtime 59, stime 135
scheduling process 7, rbi 22025423, rtime 0, wtime 59, stime 135
scheduling process 8, rbi 22025423, rtime 0, wtime 59, stime 135
scheduling process 4, rbi 21913048, rtime 0, wtime 48, stime 147
scheduling process 5, rbi 21913048, rtime 0, wtime 59, stime 136
scheduling process 6, rbi 21913048, rtime 0, wtime 59, stime 136
scheduling process 7, rbi 21913048, rtime 0, wtime 59, stime 136
scheduling process 8, rbi 21913048, rtime 0, wtime 59, stime 136
scheduling process 4, rbi 21801814, rtime 0, wtime 48, stime 148
scheduling process 5, rbi 21801814, rtime 0, wtime 59, stime 137
scheduling process 6, rbi 21801814, rtime 0, wtime 59, stime 137
scheduling process 7, rbi 21801814, rtime 0, wtime 59, stime 137
scheduling process 8, rbi 21801814, rtime 0, wtime 59, stime 137
scheduling process 4, rbi 21801814, rtime 0, wtime 48, stime 149
scheduling process 5, rbi 21691704, rtime 0, wtime 59, stime 138
scheduling process 6, rbi 21691704, rtime 0, wtime 59, stime 138
scheduling process 7, rbi 21691704, rtime 0, wtime 59, stime 138
scheduling process 8, rbi 21691704, rtime 0, wtime 59, stime 138
scheduling process 4, rbi 21801814, rtime 0, wtime 48, stime 150
scheduling process 5, rbi 21582700, rtime 0, wtime 59, stime 139
scheduling process 6, rbi 21582700, rtime 0, wtime 59, stime 139
scheduling process 7, rbi 21582700, rtime 0, wtime 59, stime 139
scheduling process 8, rbi 21582700, rtime 0, wtime 59, stime 139
scheduling process 4, rbi 21474786, rtime 0, wtime 48, stime 151
scheduling process 5, rbi 21474786, rtime 0, wtime 59, stime 140
scheduling process 6, rbi 21474786, rtime 0, wtime 59, stime 140
scheduling process 7, rbi 21474786, rtime 0, wtime 59, stime 140
scheduling process 8, rbi 21474786, rtime 0, wtime 59, stime 140
scheduling process 6, rbi 21367946, rtime 0, wtime 59, stime 141
scheduling process 5, rbi 21367946, rtime 0, wtime 59, stime 141
scheduling process 4, rbi 21474786, rtime 0, wtime 48, stime 152
scheduling process 7, rbi 21474786, rtime 0, wtime 59, stime 141
scheduling process 8, rbi 21474786, rtime 0, wtime 59, stime 141
